frame_id,filename,steering,throttle,timestamp
1,frame_000001.jpg,0.0,0.0,1765984432.7793221
2,frame_000002.jpg,0.0,0.0,1765984432.9913676
3,frame_000003.jpg,0.0,0.0,1765984433.206025
4,frame_000004.jpg,0.0,0.0,1765984433.4107378
5,frame_000005.jpg,0.0,0.0,1765984433.6218665
6,frame_000006.jpg,0.0,0.0,1765984433.8298678
7,frame_000007.jpg,0.0,0.0,1765984434.0352116
8,frame_000008.jpg,0.0,0.0,1765984434.2410417
9,frame_000009.jpg,0.0,0.0,1765984434.4513004
10,frame_000010.jpg,0.0,0.0,1765984434.651611
11,frame_000011.jpg,0.0,0.0,1765984434.8645802
12,frame_000012.jpg,0.0,0.0,1765984435.068378
13,frame_000013.jpg,0.0,0.0,1765984435.270707
14,frame_000014.jpg,0.0,0.0,1765984435.4757075
15,frame_000015.jpg,0.0,0.0,1765984435.7235808
16,frame_000016.jpg,0.0,0.0,1765984435.934186
17,frame_000017.jpg,0.0,0.0,1765984436.1403735
18,frame_000018.jpg,0.0,0.0,1765984436.3424795
19,frame_000019.jpg,0.0,0.0,1765984436.582312
20,frame_000020.jpg,0.0,0.0,1765984436.787862
21,frame_000021.jpg,0.0,0.0,1765984437.0030446
22,frame_000022.jpg,0.0,0.0,1765984437.209435
23,frame_000023.jpg,0.0,0.0,1765984437.418273
24,frame_000024.jpg,0.0,0.0,1765984437.6304471
25,frame_000025.jpg,0.0,0.0,1765984437.8399012
26,frame_000026.jpg,0.0,0.0,1765984438.0408823
27,frame_000027.jpg,0.0,0.0,1765984438.2490005
28,frame_000028.jpg,0.0,0.0,1765984438.4950883
29,frame_000029.jpg,0.0,0.0,1765984438.7097292
30,frame_000030.jpg,0.0,0.0,1765984438.913127
31,frame_000031.jpg,0.0,0.0,1765984439.123372
32,frame_000032.jpg,0.0,0.0,1765984439.3350947
33,frame_000033.jpg,0.0,0.0,1765984439.5392962
34,frame_000034.jpg,0.0,0.0,1765984439.747036
35,frame_000035.jpg,0.0,0.0,1765984439.9539669
36,frame_000036.jpg,0.0,0.0,1765984440.1649098
37,frame_000037.jpg,0.0,0.0,1765984440.3748715
38,frame_000038.jpg,0.0,0.0,1765984440.5758362
39,frame_000039.jpg,0.0,0.0,1765984440.7840836
40,frame_000040.jpg,0.0,0.0,1765984440.9866495
41,frame_000041.jpg,0.0,0.0,1765984441.1965826
42,frame_000042.jpg,0.0,0.0,1765984441.3993628
43,frame_000043.jpg,0.0,0.0,1765984441.6017497
44,frame_000044.jpg,0.0,0.0,1765984441.810857
45,frame_000045.jpg,0.0,0.0,1765984442.0171804
46,frame_000046.jpg,0.0,0.0,1765984442.2198129
47,frame_000047.jpg,0.0,0.0,1765984442.4254146
48,frame_000048.jpg,0.0,0.0,1765984442.6290023
49,frame_000049.jpg,0.0,0.0,1765984442.8303168
50,frame_000050.jpg,0.0,0.0,1765984443.041462
51,frame_000051.jpg,0.0,0.0,1765984443.2486408
52,frame_000052.jpg,0.0,0.0,1765984443.4602177
53,frame_000053.jpg,0.0,0.0,1765984443.6683576
54,frame_000054.jpg,0.0,0.0,1765984443.8767502
55,frame_000055.jpg,0.0,0.0,1765984444.080582
56,frame_000056.jpg,0.0,0.0,1765984444.2859304
57,frame_000057.jpg,0.0,0.0,1765984444.4956641
58,frame_000058.jpg,0.0,0.0,1765984444.704916
59,frame_000059.jpg,0.0,0.0,1765984444.916548
60,frame_000060.jpg,0.0,0.0,1765984445.1192997
61,frame_000061.jpg,0.0,0.0,1765984445.3241096
62,frame_000062.jpg,0.0,0.0,1765984445.5269578
63,frame_000063.jpg,0.0,0.0,1765984445.7287827
64,frame_000064.jpg,0.0,0.0,1765984445.9376895
65,frame_000065.jpg,0.0,0.0,1765984446.1438072
66,frame_000066.jpg,0.0,0.0,1765984446.3489394
67,frame_000067.jpg,0.0,0.0,1765984446.5695205
68,frame_000068.jpg,0.0,0.0,1765984446.7810733
69,frame_000069.jpg,0.0,0.0,1765984446.9899669
70,frame_000070.jpg,0.0,0.0,1765984447.1931827
71,frame_000071.jpg,0.0,0.0,1765984447.394722
