frame_id,filename,steering,throttle,timestamp
1,frame_000001.jpg,0.1251121076233184,0.2,1769692843.023148
2,frame_000002.jpg,0.1251121076233184,0.2,1769692843.510373
3,frame_000003.jpg,0.1251121076233184,0.2,1769692843.792236
4,frame_000004.jpg,0.1251121076233184,0.2,1769692844.0390441
5,frame_000005.jpg,0.1251121076233184,0.2,1769692844.311339
6,frame_000006.jpg,0.1251121076233184,0.2,1769692844.66198
7,frame_000007.jpg,0.1251121076233184,0.2,1769692845.330575
8,frame_000008.jpg,0.1251121076233184,0.2,1769692845.791232
9,frame_000009.jpg,0.1251121076233184,0.2,1769692846.213104
10,frame_000010.jpg,0.1251121076233184,0.2,1769692846.565332
11,frame_000011.jpg,0.1251121076233184,0.2,1769692846.920133
12,frame_000012.jpg,0.1251121076233184,0.2,1769692847.275657
13,frame_000013.jpg,0.1251121076233184,0.2,1769692847.522002
14,frame_000014.jpg,0.1251121076233184,0.2,1769692847.8409102
15,frame_000015.jpg,0.1251121076233184,0.2,1769692848.1576262
16,frame_000016.jpg,0.173542600896861,0.2,1769692849.002947
17,frame_000017.jpg,0.20582959641255605,0.2,1769692849.8361118
18,frame_000018.jpg,0.2946188340807175,0.2,1769692851.0693078
19,frame_000019.jpg,0.45605381165919284,0.2,1769692852.373646
20,frame_000020.jpg,0.5609865470852018,0.2,1769692853.3600051
21,frame_000021.jpg,0.5690582959641256,0.2,1769692853.9923708
22,frame_000022.jpg,0.5690582959641256,0.2,1769692854.551073
23,frame_000023.jpg,0.6497757847533632,0.2,1769692856.292371
24,frame_000024.jpg,0.5771300448430493,0.2,1769692857.596364
25,frame_000025.jpg,0.5044843049327354,0.2,1769692863.150228
26,frame_000026.jpg,0.4883408071748879,0.2,1769692864.652395
27,frame_000027.jpg,0.4883408071748879,0.2,1769692865.387574
28,frame_000028.jpg,0.4076233183856502,0.2,1769692867.6121569
29,frame_000029.jpg,0.3914798206278027,0.2,1769692868.958899
30,frame_000030.jpg,0.15739910313901345,0.2,1769692870.36682
31,frame_000031.jpg,0.08475336322869954,0.2,1769692871.385223
32,frame_000032.jpg,0.10089686098654709,0.2,1769692873.1533701
33,frame_000033.jpg,0.10089686098654709,0.2,1769692873.927951
34,frame_000034.jpg,0.08475336322869954,0.2,1769692874.9787352
35,frame_000035.jpg,0.0,0.2,1769692876.144942
36,frame_000036.jpg,0.0,0.2,1769692877.657214
37,frame_000037.jpg,0.0,0.2,1769692888.6023722
38,frame_000038.jpg,0.0,0.2,1769692888.986212
39,frame_000039.jpg,0.0,0.2,1769692889.618975
40,frame_000040.jpg,0.10896860986547086,0.2,1769692890.9831161
41,frame_000041.jpg,0.10896860986547086,0.2,1769692891.650489
42,frame_000042.jpg,0.23004484304932737,0.2,1769692892.558333
43,frame_000043.jpg,0.23004484304932737,0.2,1769692893.154453
44,frame_000044.jpg,0.3349775784753363,0.2,1769692894.14594
45,frame_000045.jpg,0.3914798206278027,0.2,1769692895.258909
46,frame_000046.jpg,0.5367713004484305,0.2,1769692896.667414
47,frame_000047.jpg,0.5367713004484305,0.2,1769692897.264272
48,frame_000048.jpg,0.4883408071748879,0.2,1769692898.573239
49,frame_000049.jpg,0.4883408071748879,0.2,1769692899.0676339
50,frame_000050.jpg,0.4883408071748879,0.2,1769692899.867378
51,frame_000051.jpg,0.5125560538116591,0.2,1769692900.891041
52,frame_000052.jpg,0.5529147982062781,0.2,1769692901.9090781
53,frame_000053.jpg,0.5286995515695068,0.2,1769692903.041107
54,frame_000054.jpg,0.5448430493273543,0.2,1769692908.431753
55,frame_000055.jpg,0.5448430493273543,0.2,1769692909.0653498
56,frame_000056.jpg,0.4802690582959641,0.2,1769692912.0945148
57,frame_000057.jpg,0.5125560538116591,0.2,1769692913.00553
58,frame_000058.jpg,0.5125560538116591,0.2,1769692913.8787572
59,frame_000059.jpg,0.5125560538116591,0.2,1769693010.631725
60,frame_000060.jpg,0.5125560538116591,0.2,1769693011.5390542
61,frame_000061.jpg,0.5125560538116591,0.2,1769693012.272406
62,frame_000062.jpg,0.415695067264574,0.2,1769693013.324854
63,frame_000063.jpg,0.26233183856502246,0.2,1769693014.451363
64,frame_000064.jpg,0.09282511210762333,0.2,1769693015.474446
65,frame_000065.jpg,0.0,0.2,1769693016.645791
66,frame_000066.jpg,-0.09282511210762333,0.2,1769693018.3018858
67,frame_000067.jpg,-0.32690582959641257,0.2,1769693021.3577049
68,frame_000068.jpg,-0.4883408071748879,0.2,1769693023.3281438
69,frame_000069.jpg,-0.5367713004484305,0.2,1769693024.597155
70,frame_000070.jpg,-0.5367713004484305,0.2,1769693025.4421709
71,frame_000071.jpg,-0.5529147982062781,0.2,1769693026.322498
72,frame_000072.jpg,-0.520627802690583,0.2,1769693027.370209
73,frame_000073.jpg,-0.43991031390134533,0.2,1769693033.0929039
74,frame_000074.jpg,-0.3995515695067265,0.2,1769693033.9342668
75,frame_000075.jpg,-0.2946188340807175,0.2,1769693035.096765
76,frame_000076.jpg,-0.2139013452914798,0.2,1769693036.119835
77,frame_000077.jpg,0.0,0.2,1769693037.769998
78,frame_000078.jpg,0.10896860986547086,0.2,1769693039.28328
79,frame_000079.jpg,0.2865470852017937,0.2,1769693040.413188
80,frame_000080.jpg,0.4076233183856502,0.2,1769693041.717739
81,frame_000081.jpg,0.5448430493273543,0.2,1769693043.048167
82,frame_000082.jpg,0.5932735426008969,0.2,1769693043.998102
83,frame_000083.jpg,0.5932735426008969,0.2,1769693044.664844
84,frame_000084.jpg,0.4802690582959641,0.2,1769693046.331788
85,frame_000085.jpg,0.4802690582959641,0.2,1769693047.100956
86,frame_000086.jpg,0.46412556053811665,0.2,1769693048.3713212
87,frame_000087.jpg,0.46412556053811665,0.2,1769693049.035646
88,frame_000088.jpg,0.46412556053811665,0.2,1769693049.843344
89,frame_000089.jpg,0.46412556053811665,0.2,1769693050.68612
90,frame_000090.jpg,0.4964125560538117,0.2,1769693052.12915
91,frame_000091.jpg,0.4964125560538117,0.2,1769693052.867826
92,frame_000092.jpg,0.4964125560538117,0.2,1769693053.675647
93,frame_000093.jpg,0.4964125560538117,0.2,1769693054.518425
94,frame_000094.jpg,0.47219730941704036,0.2,1769693056.55141
95,frame_000095.jpg,0.47219730941704036,0.2,1769693057.178184
96,frame_000096.jpg,0.47219730941704036,0.2,1769693058.164415
97,frame_000097.jpg,0.47219730941704036,0.2,1769693058.935401
98,frame_000098.jpg,0.4802690582959641,0.2,1769693061.7440069
99,frame_000099.jpg,0.46412556053811665,0.2,1769693063.880022
100,frame_000100.jpg,0.415695067264574,0.2,1769693066.2673652
101,frame_000101.jpg,0.3188340807174888,0.2,1769693070.6892202
102,frame_000102.jpg,0.2219730941704036,0.2,1769693073.103447
103,frame_000103.jpg,0.15739910313901345,0.2,1769693075.6314611
104,frame_000104.jpg,0.10896860986547086,0.2,1769693077.772834
105,frame_000105.jpg,0.0,0.2,1769693080.7922418
106,frame_000106.jpg,0.0,0.2,1769693082.016741
107,frame_000107.jpg,0.0,0.2,1769693082.548793
108,frame_000108.jpg,0.0,0.2,1769693082.9377348
109,frame_000109.jpg,0.0,0.2,1769693083.253598
110,frame_000110.jpg,0.0,0.2,1769693083.642981
111,frame_000111.jpg,0.0,0.2,1769693083.961487
112,frame_000112.jpg,0.0,0.2,1769693084.243773
113,frame_000113.jpg,0.18968609865470853,0.2,1769693086.4232
114,frame_000114.jpg,0.25426008968609864,0.2,1769693087.64306
115,frame_000115.jpg,0.4076233183856502,0.2,1769693089.4646149
116,frame_000116.jpg,0.4964125560538117,0.2,1769693090.699863
117,frame_000117.jpg,0.520627802690583,0.2,1769693091.548736
118,frame_000118.jpg,0.520627802690583,0.2,1769693092.174047
119,frame_000119.jpg,0.520627802690583,0.2,1769693092.7690802
120,frame_000120.jpg,0.6013452914798206,0.2,1769693094.2175958
121,frame_000121.jpg,0.762780269058296,0.2,1769693096.752545
122,frame_000122.jpg,0.762780269058296,0.2,1769693097.445353
123,frame_000123.jpg,0.6820627802690583,0.2,1769693099.278763
124,frame_000124.jpg,0.6820627802690583,0.2,1769693099.873992
125,frame_000125.jpg,0.520627802690583,0.2,1769693101.772539
126,frame_000126.jpg,0.3995515695067265,0.2,1769693103.521545
127,frame_000127.jpg,0.32690582959641257,0.2,1769693108.9583192
128,frame_000128.jpg,0.25426008968609864,0.2,1769693110.32882
129,frame_000129.jpg,0.16547085201793724,0.2,1769693111.494507
130,frame_000130.jpg,0.16547085201793724,0.2,1769693112.3331058
131,frame_000131.jpg,0.16547085201793724,0.2,1769693113.1081111
132,frame_000132.jpg,0.0,0.2,1769693115.114851
133,frame_000133.jpg,0.0,0.2,1769693116.8687072
134,frame_000134.jpg,0.0,0.2,1769693118.031988
135,frame_000135.jpg,0.0,0.2,1769693119.089196
136,frame_000136.jpg,0.0,0.2,1769693119.475442
137,frame_000137.jpg,0.0,0.2,1769693120.034297
138,frame_000138.jpg,0.0,0.2,1769693120.2469308
139,frame_000139.jpg,0.0,0.2,1769693120.494841
140,frame_000140.jpg,0.0,0.2,1769693120.742711
141,frame_000141.jpg,0.0,0.2,1769693120.955731
142,frame_000142.jpg,0.0,0.2,1769693121.655156
143,frame_000143.jpg,0.0,0.2,1769693122.176706
144,frame_000144.jpg,0.0,0.2,1769693122.491622
145,frame_000145.jpg,0.0,0.2,1769693122.8424802
146,frame_000146.jpg,0.0,0.2,1769693123.407111
147,frame_000147.jpg,0.0,0.2,1769693123.9362628
148,frame_000148.jpg,0.0,0.2,1769693124.605561
149,frame_000149.jpg,0.0,0.2,1769693124.9928782
150,frame_000150.jpg,0.0,0.2,1769693125.4541671
151,frame_000151.jpg,0.0,0.2,1769693126.1220758
152,frame_000152.jpg,0.0,0.2,1769693126.889714
153,frame_000153.jpg,0.07668161434977579,0.2,1769693131.396735
154,frame_000154.jpg,0.10896860986547086,0.2,1769693132.5478961
155,frame_000155.jpg,0.1977578475336323,0.2,1769693133.354957
156,frame_000156.jpg,0.2381165919282511,0.2,1769693135.5682318
157,frame_000157.jpg,0.2381165919282511,0.2,1769693137.2231932
158,frame_000158.jpg,0.2381165919282511,0.2,1769693137.818239
159,frame_000159.jpg,0.2381165919282511,0.2,1769693139.584966
160,frame_000160.jpg,0.2381165919282511,0.2,1769693140.110563
161,frame_000161.jpg,0.2381165919282511,0.2,1769693140.5341709
162,frame_000162.jpg,0.2381165919282511,0.2,1769693140.9586098
163,frame_000163.jpg,0.2381165919282511,0.2,1769693141.380682
